study_id,citation,year,domain_top1,domain_top1_conf,domain_top2,domain_top2_conf,domain_top3,domain_top3_conf,region_top1,region_top1_conf,region_top2,region_top2_conf,region_top3,region_top3_conf,reliability_top1,reliability_top1_conf,reliability_top2,reliability_top2_conf,reliability_top3,reliability_top3_conf,confidence_score,notes
study_0972,"Vicent García, J",1967,Radiocarbon Chronology,0.376,Archaeology,0.321,Isotope Geochemistry,0.286,Southern Levant,0.093,Egypt,0.074,Sinai,0.029,High,0.023,Medium,0.018,Low,0.005,0.164,"Vicent García, J.M.V.; Martínez-Navarrete, M.I.; Sáez, J.A.L.; Zavala, I. Vicent García, Juan Manuel (22956312300); Martínez-Navarrete, M. Isabel (26631967600); Sáez, José Antonio López (35316365200);"
study_0973,"Szabó, S",2033,Archaeology,0.539,Bioarchaeology,0.438,Cognitive Archaeology,0.434,Egypt,0.283,Southern Levant,0.228,Sinai,0.201,High,0.113,Medium,0.034,Low,0.031,0.312,"Szabó, S. Szabó, Géza (57203387621) 57203387621 Practical and ethical issues of archaeometallurgic research; Az archaeometallurgai kutatások gyakorlati és etikai kérdései 2010 Archeometriai Muhely 7 2"
study_0974,"Woodard, R",2010,Linguistics,0.439,Philology,0.317,Anthropology,0.253,Sinai,0.228,Egypt,0.164,Southern Levant,0.121,Medium,0.083,Low,0.02,High,0.014,0.25,"Woodard, R.D. Woodard, Roger D. (55894291500) 55894291500 Phoinikēia Grammata: An Alphabet for the Greek Language 2010 25 46 0 10.1002/9781444317398.ch3 https://www.scopus.com/inward/record.uri?eid=2-"
study_0975,"Degryse, P",1947,Isotope Geochemistry,0.357,Paleoclimatology,0.349,Radiocarbon Chronology,0.342,Sinai,0.131,Southern Levant,0.12,Egypt,0.058,Medium,0.121,Low,0.069,High,0.041,0.203,"Degryse, P.; Boyce, A.; Erb-Satullo, N.L.; Eremin, K.; Kirk, S.; Scott, R.; Shortland, A.; Schneider, J.; Walton, M. Degryse, Patrick (6602705636); Boyce, Adrian J. (7004530924); Erb-Satullo, Nathanie"
study_0976,"Wild, E",1800,Isotope Geochemistry,0.389,Radiocarbon Chronology,0.384,Stratigraphy,0.36,Sinai,0.108,Southern Levant,0.083,Egypt,0.05,Low,0.026,Medium,0.025,High,0.001,0.174,"Wild, E.M.; Gauss, W.; Forstenpointner, G.; Lindblom, M.; Smetana, R.; Steier, P.; Thanheiser, U.; Weninger, F. Wild, Eva Maria (7005382589); Gauss, Walter (26035171800); Forstenpointner, Gerhard (660"
study_0977,"Yasur-Landau, A",2010,Archaeology,0.363,Historical Geography,0.328,Settlement Archaeology,0.325,Southern Levant,0.367,Sinai,0.276,Egypt,0.233,Medium,0.113,Low,0.033,High,0.027,0.281,"Yasur-Landau, A. Yasur-Landau, Assaf (26033788500) 26033788500 The Philistines and Aegean migration at the end of the Late Bronze Age 2010 1 389 0 10.1017/CBO9780511761201 https://www.scopus.com/inwar"
study_0978,"Steele, P",2010,Philology,0.372,Comparative Literature,0.3,Paleography,0.287,Sinai,0.22,Egypt,0.207,Southern Levant,0.181,Medium,0.099,High,0.055,Low,0.053,0.23,"Steele, P.M. Steele, Philippa M. (56527867400) 56527867400 Syllabic writing on Cyprus and its context 2010 1 191 0 10.1017/CBO9781139208482 https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923497"
study_0979,"Iacovou, M",2010,Archaeology,0.36,Cognitive Archaeology,0.29,Settlement Archaeology,0.28,Egypt,0.278,Southern Levant,0.271,Sinai,0.253,Medium,0.034,Low,0.03,High,0.012,0.224,"Iacovou, M. Iacovou, Maria (56598131100) 56598131100 The Cypriot syllabary as a royal signature: The political context of the syllabic script in the iron age 2010 133 152 0 10.1017/CBO9781139208482.00"
study_0980,"Hanke, K",2010,Stratigraphy,0.317,Geoarchaeology,0.289,Artifact Typology,0.271,Sinai,0.209,Southern Levant,0.175,Egypt,0.123,High,0.1,Low,0.099,Medium,-0.025,0.209,"Hanke, K.; Hiebel, G.; Kovács, K.; Moser, M. Hanke, K. (36800214700); Hiebel, Gerald (54406853000); Kovács, Kristóf (56056339500); Moser, Michael (56086286500) 36800214700; 54406853000; 56056339500; 5"
study_0981,"Hagioglu, P",2010,Ceramic Analysis,0.273,Stratigraphy,0.219,Radiocarbon Chronology,0.218,Egypt,0.04,Southern Levant,-0.009,Sinai,-0.024,Low,-0.02,Medium,-0.038,High,-0.046,0.098,"Hagioglu, P.; Gheorghieş, C. Hagioglu, Petrica (46461525400); Gheorghieş, Constantin (8353894100) 46461525400; 8353894100 The materials used for manufacturing some objects from the period 1600 B.C. - "
study_0982,"Badalyan, R",2010,Archaeology,0.383,Radiocarbon Chronology,0.349,Stratigraphy,0.344,Egypt,0.149,Southern Levant,0.136,Sinai,0.103,Low,0.04,Medium,0.028,High,0.015,0.191,"Badalyan, R.; Smith, A.T.; Khatchadourian, L. Badalyan, Ruben S. (6602773891); Smith, Adam T. (56128123000); Khatchadourian, Lori (35177714500) 6602773891; 56128123000; 35177714500 Project aragats: 10"
study_0983,"Wuscher, P",2010,Paleoclimatology,0.396,Paleography,0.39,Stratigraphy,0.385,Southern Levant,0.207,Sinai,0.104,Egypt,0.101,Medium,0.053,High,0.003,Low,-0.019,0.219,"Wuscher, P.; Pezin, A. Wuscher, Patrice (9240933100); Pezin, Annie (36864475600) 9240933100; 36864475600 Tech valley morphogenesis during the holocene at amelie-les-bains (South of France) and slope e"
study_0984,"Jeffrey Brantingham, P",1935,Cognitive Archaeology,0.509,Archaeology,0.467,Settlement Archaeology,0.42,Southern Levant,0.093,Egypt,0.041,Sinai,-0.027,Medium,-0.007,High,-0.03,Low,-0.061,0.198,"Jeffrey Brantingham, P.J.; Perreault, C. Jeffrey Brantingham, P. Jeffrey (15519359400); Perreault, Charles (36174219100) 15519359400; 36174219100 Detecting the effects of selection and stochastic forc"
study_0985,"Henderson, J",2010,Archaeology,0.408,Radiocarbon Chronology,0.398,Settlement Archaeology,0.344,Egypt,0.18,Sinai,0.179,Southern Levant,0.174,Medium,0.059,High,0.003,Low,-0.002,0.216,"Henderson, J.; Evans, J.; Nikita, K. Henderson, Julian (7402927430); Evans, Jane A. (7407665225); Nikita, Kalliopi (36502321400) 7402927430; 7407665225; 36502321400 Isotopic evidence for the primary p"
study_0986,"Teodor, E",2010,Archaeology,0.442,Artifact Typology,0.384,Cognitive Archaeology,0.355,Egypt,0.12,Southern Levant,0.094,Sinai,0.064,High,-0.01,Medium,-0.026,Low,-0.029,0.184,"Teodor, E.S.; Teodor, E.D.; Virgolici, M.; Manea, M.M.; Badea, G.; Liţescu, S.C. Teodor, Eugen S. (55775377500); Teodor, Eugenia Dumitra (15133174500); Virgolici, Marian G. (24328885400); Manea, Maria"
study_0987,"Mahler-Slasky, Y",2010,Archaeology,0.342,Isotope Geochemistry,0.31,Radiocarbon Chronology,0.309,Southern Levant,0.232,Sinai,0.208,Egypt,0.196,Medium,0.056,Low,0.023,High,0.018,0.21,"Mahler-Slasky, Y.; Kislev, M.E. Mahler-Slasky, Yael (6505459328); Kislev, Mordechai E. (6603074842) 6505459328; 6603074842 Lathyrus consumption in late Bronze and iron age sites in Israel: An Aegean a"
study_0988,"Lindsay, I",2010,Archaeology,0.536,Settlement Archaeology,0.516,Cognitive Archaeology,0.475,Southern Levant,0.211,Egypt,0.162,Sinai,0.057,Medium,0.031,Low,0.017,High,0.005,0.26,"Lindsay, I.; Smith, A.T.; Badalyan, R. Lindsay, Ian C. (23097509800); Smith, Adam T. (56128123000); Badalyan, Ruben S. (6602773891) 23097509800; 56128123000; 6602773891 Magnetic survey in the investig"
study_0989,"Petroutsa, E",1863,Isotope Geochemistry,0.406,Radiocarbon Chronology,0.333,Paleography,0.318,Southern Levant,0.129,Egypt,0.095,Sinai,0.063,Medium,0.026,Low,0.005,High,-0.014,0.187,"Petroutsa, E.I.; Manolis, S.K. Petroutsa, Eirini I. (35311779900); Manolis, Sotiris K. (6603021863) 35311779900; 6603021863 Reconstructing Late Bronze Age diet in mainland Greece using stable isotope "
study_0990,"Piovan, S",1945,Paleoclimatology,0.461,Geoarchaeology,0.45,Paleography,0.447,Southern Levant,0.252,Egypt,0.164,Sinai,0.105,Low,0.053,High,0.016,Medium,0.015,0.255,"Piovan, S.; Mozzi, P.; Stefani, C. Piovan, Silvia E. (57194550788); Mozzi, Paolo (24779869800); Stefani, Cristina (6603812062) 57194550788; 24779869800; 6603812062 Bronze age paleohydrography of the s"
study_0991,"Panyushkina, I",2010,Radiocarbon Chronology,0.409,Archaeology,0.387,Landscape Archaeology,0.382,Southern Levant,0.09,Sinai,0.063,Egypt,0.055,High,-0.013,Low,-0.03,Medium,-0.069,0.162,"Panyushkina, I.P.; Chang, C.; Clemens, A.W.; Bykov, N. Panyushkina, Irina P. (6506064836); Chang, Claudia (56257897900); Clemens, Angelika W. (25958057400); Bykov, Nikolay I. (35274333200) 6506064836;"
study_0992,"Mahfroozi, A",2000,Stratigraphy,0.391,Archaeology,0.364,Radiocarbon Chronology,0.361,Sinai,0.255,Egypt,0.25,Southern Levant,0.227,High,0.031,Low,-0.016,Medium,-0.054,0.226,"Mahfroozi, A.; Piller, C.K.; Ghasemi, S.; Ögüt, B.; Bagherpour, N.; Neumann, T. Mahfroozi, Ali (45561472000); Piller, Christian Konrad (37084281900); Ghasemi, Serollah (45561186800); Ögüt, Birgül (559"
study_0995,"Becker, H",2058,Landscape Archaeology,0.476,Stratigraphy,0.353,Isotope Geochemistry,0.345,Southern Levant,0.16,Sinai,0.093,Egypt,0.018,High,-0.018,Low,-0.04,Medium,-0.083,0.206,"Becker, H. Becker, H. (57220587195) 57220587195 Caesium-magnetometry for landscape-archaeology 2009 129 165 0 https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956839266&partnerID=40&md5=d6fa09248"
study_0993,"Rostunov, V",2009,Archaeology,0.454,Settlement Archaeology,0.406,Radiocarbon Chronology,0.403,Southern Levant,0.206,Egypt,0.165,Sinai,0.126,Medium,0.025,Low,-0.025,High,-0.036,0.228,"Rostunov, V.L.; Ljachov, S.; Reinhold, S. Rostunov, Vjačeslav L. (55935303100); Ljachov, Sergej (55935642500); Reinhold, Sabine (26034841000) 55935303100; 55935642500; 26034841000 Tsmi - An open site "
study_0994,"Willems, H",1984,Epigraphy,0.26,Isotope Geochemistry,0.203,Paleoclimatology,0.197,Southern Levant,0.116,Sinai,0.075,Egypt,0.015,High,0.074,Low,0.044,Medium,0.027,0.15,"Willems, H.; de Meyer, M.; Peeters, C.; Vereecken, S.; Depraetere, D.; Dupras, T.; Williams, L.; Herbich, T.; Verstraeten, G.; van Loon, G.; Delattre, A. Willems, Harco (26041229300); de Meyer, Marlee"
study_0996,"Fisher, K",1940,Archaeology,0.507,Settlement Archaeology,0.459,Cognitive Archaeology,0.439,Southern Levant,0.292,Egypt,0.263,Sinai,0.261,Medium,0.094,Low,0.029,High,0.013,0.298,"Fisher, K.D. Fisher, Kevin D. (56219401200) 56219401200 Elite place-making and social interaction in the late cypriot bronze age 2009 Journal of Mediterranean Archaeology 22 2 183 209 0 10.1558/jmea.v"
study_0997,"Mac Sweeney, N",1927,Archaeology,0.373,Settlement Archaeology,0.329,Paleography,0.293,Southern Levant,0.323,Sinai,0.269,Egypt,0.254,Medium,0.072,Low,-0.018,High,-0.023,0.256,"Mac Sweeney, N. Mac Sweeney, Naoíse (35119276300) 35119276300 Beyond ethnicity: The overlooked diversity of group identities 2009 Journal of Mediterranean Archaeology 22 1 101 126 0 10.1558/jmea.v22il"
study_0998,"Kealhofer, L",2006,Archaeology,0.47,Settlement Archaeology,0.394,Cognitive Archaeology,0.39,Southern Levant,0.203,Egypt,0.196,Sinai,0.099,Low,0.009,Medium,-0.015,High,-0.017,0.227,"Kealhofer, L.; Grave, P.; Genz, H.; Marsh, B. Kealhofer, Lisa (6602327303); Grave, Peter (55200650200); Genz, Hermann (7004789972); Marsh, Ben (7102169723) 6602327303; 55200650200; 7004789972; 7102169"
study_0999,"Sillasoo, Ü",1933,Landscape Archaeology,0.384,Settlement Archaeology,0.338,Stratigraphy,0.323,Southern Levant,0.107,Egypt,0.062,Sinai,-0.018,Low,-0.006,Medium,-0.012,High,-0.028,0.161,"Sillasoo, Ü.; Poska, A.; Seppä, H.; Blaauw, M.; Chambers, F.M. Sillasoo, Ülle (19338033700); Poska, Anneli (6603865968); Seppä, Heikki (7004993894); Blaauw, Maarten (7006488289); Chambers, Frank M. (3"
study_1000,"Siklósy, Z",2043,Stratigraphy,0.217,Radiocarbon Chronology,0.204,Epigraphy,0.201,Southern Levant,0.087,Sinai,0.044,Egypt,-0.002,High,0.078,Medium,0.064,Low,0.058,0.127,"Siklósy, Z.; Demény, A.; Walter Vennemann, T.W.; Pilet, S.; Kramers, J.; Leél-Össy, S.; Bondár, M.; Shen, C.-C.; Hegner, E. Siklósy, Zoltán (24167096800); Demény, Attila (7004179397); Walter Vennemann"
study_1001,"Glatz, C",2009,Archaeology,0.498,Settlement Archaeology,0.445,Cognitive Archaeology,0.417,Southern Levant,0.255,Egypt,0.227,Sinai,0.126,Medium,0.093,Low,-0.004,High,-0.015,0.282,"Glatz, C. Glatz, Claudia (25922295800) 25922295800 Empire as network: Spheres of material interaction in Late Bronze Age Anatolia 2009 Journal of Anthropological Archaeology 28 2 127 141 0 10.1016/j.j"
study_1002,"Greene, A",2009,Archaeology,0.426,Settlement Archaeology,0.392,Landscape Archaeology,0.374,Egypt,0.217,Southern Levant,0.182,Sinai,0.112,Medium,0.068,Low,0.036,High,0.016,0.237,"Greene, A.F. Greene, Alan F. (55757062100) 55757062100 Where pottery and politics meet: Mundane objects and complex political life in the late Bronze Age South Caucasus 2009 302 322 0 10.1017/CBO97811"
study_1003,"Pulak, C",2009,Radiocarbon Chronology,0.384,Archaeology,0.349,Stratigraphy,0.341,Sinai,0.17,Southern Levant,0.162,Egypt,0.125,Medium,0.07,Low,0.029,High,0.022,0.208,"Pulak, C. Pulak, Cemal (35764691700) 35764691700 The uluburun tin ingots and the shipment of tin by sea in the late bronze age mediterranean 2009 TUBA-AR 12 12 189 207 0 10.22520/tubaar.2009.0016 http"
study_1005,"Ben-Tor, A",2009,Archaeology,0.235,Ceramic Analysis,0.186,Artifact Typology,0.17,Sinai,0.267,Egypt,0.243,Southern Levant,0.231,High,0.084,Medium,0.066,Low,0.06,0.195,"Ben-Tor, A. Ben-Tor, Amnon (35177330500) 35177330500 A decorated jewellery box from hazor 2009 Tel Aviv 36 1 5 67 0 10.1179/204047809x439442 https://www.scopus.com/inward/record.uri?eid=2-s2.0-8005412"
study_1004,"Ryan, J",2009,Paleoclimatology,0.333,Stratigraphy,0.327,Landscape Archaeology,0.325,Southern Levant,0.313,Sinai,0.219,Egypt,0.202,Medium,0.017,Low,0.014,High,-0.005,0.221,"Ryan, J.; Kapur, S.; Akça, E. Ryan, John (55602535000); Kapur, Selim Aziz (7102708919); Akça, Erhan (6602575806) 55602535000; 7102708919; 6602575806 Application of soil analyses as markers to characte"
study_1006,"FitzHugh, W",2009,Bioarchaeology,0.366,Anthropology,0.303,Zooarchaeology,0.301,Egypt,0.069,Southern Levant,0.066,Sinai,-0.082,Medium,0.02,High,0.017,Low,-0.008,0.152,"FitzHugh, W.W. FitzHugh, William W. (6602549490) 6602549490 Stone shamans and flying deer of Northern Mongolia: Deer Goddess of Siberia or Chimera of the Steppe? 2009 Arctic Anthropology 46 1-2 72 88 "
study_1007,"Bruins, H",2009,Radiocarbon Chronology,0.523,Volcanology,0.432,Geoarchaeology,0.407,Egypt,0.312,Sinai,0.256,Southern Levant,0.181,High,0.014,Low,-0.018,Medium,-0.029,0.283,"Bruins, H.J.; van der Plicht, J.; MacGillivray, J.A. Bruins, Hendrik J. (6701689157); van der Plicht, Johannes (22973650100); MacGillivray, Joseph Alexander (22953886300) 6701689157; 22973650100; 2295"
study_1008,"Matthews, R",2009,Settlement Archaeology,0.453,Archaeology,0.439,Historical Geography,0.437,Egypt,0.293,Southern Levant,0.277,Sinai,0.162,High,0.002,Medium,-0.025,Low,-0.05,0.25,"Matthews, R.; Glatz, C. Matthews, Roger (55137394300); Glatz, Claudia (25922295800) 55137394300; 25922295800 The historical geography of north-central Anatolia in the Hittite period: Texts and archaeo"
study_1009,"Walton, M",2009,Archaeology,0.439,Settlement Archaeology,0.363,Cognitive Archaeology,0.358,Egypt,0.284,Sinai,0.231,Southern Levant,0.149,Medium,0.005,High,-0.008,Low,-0.019,0.243,"Walton, M.S.; Shortland, A.; Kirk, S.; Degryse, P. Walton, Marc Sebastian (26421422200); Shortland, Andrew J. (7003990276); Kirk, Susanna F. (25630889900); Degryse, Patrick (6602705636) 26421422200; 7"
study_1010,"Morgomenou, D",2008,Archaeology,0.46,Settlement Archaeology,0.407,Cognitive Archaeology,0.404,Southern Levant,0.235,Egypt,0.216,Sinai,0.186,Medium,0.062,Low,-0.016,High,-0.031,0.253,"Morgomenou, D. Morgomenou, Despina (26536546000) 26536546000 Food storage in prehistoric northern Greece: Interrogating complexity at the margins of the 'Mycenaean world' 2008 Journal of Mediterranean"
study_1011,"Levy, T",2008,Epigraphy,0.221,Radiocarbon Chronology,0.197,Paleoclimatology,0.19,Sinai,0.194,Southern Levant,0.137,Egypt,0.125,High,0.128,Low,0.103,Medium,0.059,0.181,"Levy, T.E.; Higham, T.; Bronk Ramsey, C.B.; Smith, N.G.; Ben-Yosef, E.; Robinson, M.; Münger, S.; Knabb, K.; Schulze, J.P.; Najjar, M.; Tauxe, L. Levy, Thomas Evan (7005868522); Higham, Thomas F.G. (7"
study_1012,"Parker, A",2092,Paleoclimatology,0.435,Stratigraphy,0.435,Paleography,0.426,Southern Levant,0.218,Egypt,0.119,Sinai,0.119,High,0.041,Medium,0.037,Low,0.008,0.231,"Parker, A.G.; Lucas, A.S.; Walden, J.; Goudie, A.S.; Robinson, M.; Allen, T.G. Parker, Adrian G. (8209232100); Lucas, Alex S. (24335717000); Walden, John B. (7101852820); Goudie, Andrew S. (7101905477"
study_1014,"Mödlinger, M",2008,Archaeology,0.443,Settlement Archaeology,0.38,Artifact Typology,0.372,Egypt,0.113,Southern Levant,0.092,Sinai,0.082,Medium,0.05,Low,0.014,High,0.012,0.202,"Mödlinger, M. Mödlinger, Marianne (24473560000) 24473560000 Micro-X-ray computer tomography in archaeology: Analyses of a Bronze Age sword 2008 Insight: Non-Destructive Testing and Condition Monitorin"
study_1013,"Beach, T",2000,Geoarchaeology,0.559,Landscape Archaeology,0.526,Archaeology,0.519,Egypt,0.33,Southern Levant,0.316,Sinai,0.302,High,0.012,Low,-0.026,Medium,-0.053,0.3,"Beach, T.P.; Luzzadder-Beach, S. Beach, Timothy P. (7005917410); Luzzadder-Beach, Sheryl (12762132000) 7005917410; 12762132000 Geoarchaeology and aggradation around Kinet Höyük, an archaeological moun"
study_1015,"Stern, B",1935,Isotope Geochemistry,0.405,Radiocarbon Chronology,0.401,Artifact Typology,0.401,Egypt,0.097,Southern Levant,0.095,Sinai,0.049,Medium,0.005,Low,-0.0,High,-0.008,0.169,"Stern, B.; Lampert Moore, C.D.; Heron, C.; Pollard, A.M. Stern, Benjamin (7102969312); Lampert Moore, C. D. (23985291400); Heron, Carl P. (7005512509); Pollard, A. Mark (7103193554) 7102969312; 239852"
study_1016,"Molloy, B",2008,Archaeology,0.452,Settlement Archaeology,0.363,Landscape Archaeology,0.339,Egypt,0.184,Southern Levant,0.18,Sinai,0.146,Medium,0.078,High,0.008,Low,-0.005,0.238,"Molloy, B. Molloy, Barry P.C. (36089322600) 36089322600 Martial arts and materiality: A combat archaeology perspective on Aegean swords of the fifteenth and fourteenth centuries BC 2008 World Archaeol"
study_1018,"Becker, H",2058,Landscape Archaeology,0.423,Isotope Geochemistry,0.331,Stratigraphy,0.319,Southern Levant,0.13,Sinai,0.058,Egypt,-0.016,High,-0.008,Low,-0.023,Medium,-0.095,0.182,"Becker, H. Becker, H. (57220587195) 57220587195 Caesium-magnetometry for landscape-archaeology 2008 129 165 0 10.1201/9780203889558.pt3 https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055795913&"
study_1017,"Piva, A",2021,Radiocarbon Chronology,0.32,Stratigraphy,0.313,Paleoclimatology,0.306,Southern Levant,0.221,Sinai,0.155,Egypt,0.126,Medium,0.059,High,0.034,Low,0.032,0.2,"Piva, A.; Asioli, A.; Trincardi, F.; Schneider, R.R.; Vigliotti, L. Piva, Andrea (56398609800); Asioli, Alesssandra (6603402820); Trincardi, Fabio (6603820216); Schneider, Ralph R. (7403513732); Vigli"
study_1020,"Manning, S",2008,Landscape Archaeology,0.324,Stratigraphy,0.303,Volcanology,0.272,Southern Levant,0.218,Egypt,0.138,Sinai,0.126,High,0.016,Low,0.015,Medium,-0.007,0.186,"Manning, S.W. Manning, Sturt W. (7103371157) 7103371157 Formation of the palaces 2008 105 120 0 10.1017/CCOL9780521814447.005 https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875292308&doi=10.101"
study_1019,"Hanke, K",2005,Archaeology,0.456,Landscape Archaeology,0.45,Cognitive Archaeology,0.414,Sinai,0.163,Egypt,0.14,Southern Levant,0.133,High,0.064,Low,0.033,Medium,-0.069,0.228,"Hanke, K.; Moser, M.; Grimm-Pitzinger, A.; Goldenberg, G.; Toechterle, U. Hanke, K. (36800214700); Moser, Michael (56086286500); Grimm-Pitzinger, Albert (6507348614); Goldenberg, Gert (26658968900); T"
study_1021,"Davis, J",2008,Geoarchaeology,0.347,Archaeology,0.341,Landscape Archaeology,0.312,Sinai,0.289,Southern Levant,0.281,Egypt,0.267,Medium,0.137,Low,0.082,High,0.06,0.258,"Davis, J.L. Davis, Jack L. (7405963269) 7405963269 Minoan crete and the aegean islands 2008 186 208 0 10.1017/CCOL9780521814447.009 https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860761343&doi="
study_1022,"Johnson, B",1954,Epigraphy,0.193,Paleobotany,0.156,Settlement Archaeology,0.105,Sinai,0.089,Southern Levant,0.061,Egypt,0.023,Medium,0.119,Low,0.102,High,0.095,0.134,"Johnson, B.; Waddington, C.; Baker, P.; Ramsey, C.B.; Clogg, P.; Cook, G.; Cotton, J.; Hamilton, D.; Marshall, P.; Stern, B. Johnson, Ben (57675102500); Waddington, Clive (15769870800); Baker, Polydor"
study_1024,"Franke, D",2008,Radiocarbon Chronology,0.287,Archaeology,0.259,Historical Geography,0.218,Egypt,0.443,Sinai,0.305,Southern Levant,0.249,Medium,0.047,High,0.013,Low,-0.012,0.259,"Franke, D. Franke, Detlef (38161250600) 38161250600 The late middle kingdom (thirteenth to seventeenth dynasties): The chronological framework 2008 Journal of Egyptian History 1 2 268 287 0 10.1163/18"
study_1023,"Panyushkina, I",2008,Radiocarbon Chronology,0.51,Isotope Geochemistry,0.402,Archaeology,0.343,Southern Levant,0.088,Egypt,0.048,Sinai,0.046,Medium,0.024,High,0.013,Low,0.013,0.207,"Panyushkina, I.P.; Mills, B.J.; Usmanova, E.R.; Cheng, L. Panyushkina, Irina P. (6506064836); Mills, Barbara J. (7102541408); Usmanova, Emma Radikovna (36175214500); Cheng, Li (59783232500) 6506064836"
